#string_protein_id	preferred_name	protein_size	annotation
7227.FBpp0070409	Nmd3	521	60S ribosomal export protein NMD3; Acts as an adapter for the XPO1/CRM1-mediated export of the 60S ribosomal subunit; Belongs to the NMD3 family.
7227.FBpp0070412	Cyp4d1	512	Cytochrome P450 4d1; Involved in the metabolism of insect hormones and in the breakdown of synthetic insecticides.
7227.FBpp0070415	bcn92	92	Protein bcn92; It is involved in the biological process described with: iron-sulfur cluster assembly; Belongs to the complex I LYR family.
7227.FBpp0070416	ph-p	1589	Polyhomeotic-proximal chromatin protein; Polycomb group (PcG) protein. PcG proteins act by forming multiprotein complexes, which are required to maintain the transcriptionally repressive state of homeotic genes throughout development. PcG proteins are not required to initiate repression, but to maintain it during later stages of development. Component of the PcG multiprotein PRC1 complex, a complex that acts via chromatin remodeling and modification of histones; it mediates monoubiquitination of histone H2A 'Lys-118', rendering chromatin heritably changed in its expressibility. Plays a [...] 
7227.FBpp0070417	ph-d	1537	Polyhomeotic distal (ph-d) encodes a stoichiometric subunit of the Polycomb repressive complex 1. The complex silences a variety of genes involved in developmental patterning, regulation of cell proliferation, differentiation and polarity. Together with its paralog ph-p, ph-d functions as a tumor suppressor gene.
7227.FBpp0070418	CG16903	560	LD24704p; Cyclin-dependent protein serine/threonine kinase regulator activity. It is involved in the biological process described with: regulation of transcription by RNA polymerase II.
7227.FBpp0070423	egh	457	Beta-1,4-mannosyltransferase egh; Glycosyltransferase with a proposed role in glycosphingolipid biosynthesis. Neurogenic protein implicated in epithelial development. Critical component of a differential oocyte-follicle cell adhesive system; Belongs to the glycosyltransferase 2 family.
7227.FBpp0070425	Zw10	721	Centromere/kinetochore protein zw10; Essential component of the mitotic checkpoint, which prevents cells from prematurely exiting mitosis. Required for the assembly of the dynein-dynactin, Mad2 complexes and spindly/CG15415 onto kinetochores. During cytokinesis in male meiotic cells it is required for completion of cleavage furrow ingression, possibly in conjunction with Rint1. Required for maintenance of Golgi stack number and morphology, and acroblast assembly. Its function related to the spindle assembly machinery is proposed to depend on its association in the RZZ complex. Failure  [...] 
7227.FBpp0070426	Seipin	370	Seipin; Is a regulator of lipid catabolism essential for adipocyte differentiation. May also be involved in the central regulation of energy homeostasis (By similarity). Necessary for correct lipid storage and lipid droplets maintenance; plays a tissue-autonomous role in controlling lipid storage in adipocytes and in preventing ectopic lipid droplet formation in non-adipose tissues. May participate in phosphatidic acid metabolism and subsequently down-regulate lipogenesis.
7227.FBpp0070430	eIF3g1	269	Eukaryotic translation initiation factor 3 subunit G-1; RNA-binding component of the eukaryotic translation initiation factor 3 (eIF-3) complex, which is involved in protein synthesis of a specialized repertoire of mRNAs and, together with other initiation factors, stimulates binding of mRNA and methionyl-tRNAi to the 40S ribosome. The eIF-3 complex specifically targets and initiates translation of a subset of mRNAs involved in cell proliferation. This subunit can bind 18S rRNA.
7227.FBpp0070431	Smyd3	468	SET and MYND domain containing, class 3; Histone-lysine N-methyltransferase activity; protein-lysine N-methyltransferase activity. It is involved in the biological process described with: histone lysine methylation.
7227.FBpp0070432	Klp3A	1212	Kinesin-like protein at 3A (Klp3A) encodes a microtubule motor protein involved in chromosome segregation and mitotic spindle morphogenesis; Belongs to the TRAFAC class myosin-kinesin ATPase superfamily. Kinesin family.
7227.FBpp0070444	gt	448	Protein giant; Represses the expression of both the krueppel and knirps segmentation gap genes. Binds, in vitro, to the krueppel regulatory elements CD1 and CD2. It is required in the early embryo for the development of portions of the head and abdomen; Belongs to the bZIP family.
7227.FBpp0070445	CG32797	202	Uncharacterized protein.
7227.FBpp0070446	CG12496	353	RE63289p.
7227.FBpp0070455	per	1218	Period circadian protein; Essential for biological clock functions. Determines the period length of circadian and ultradian rhythms; an increase in PER dosage leads to shortened circadian rhythms and a decrease leads to lengthened circadian rhythms. Essential for the circadian rhythmicity of locomotor activity, eclosion behavior, and for the rhythmic component of the male courtship song that originates in the thoracic nervous system. The biological cycle depends on the rhythmic formation and nuclear localization of the TIM-PER complex. Light induces the degradation of TIM, which promot [...] 
7227.FBpp0070457	eIF2Bbeta	352	Eukaryotic translation initiation factor 2B subunit beta; Translation initiation factor activity; guanyl-nucleotide exchange factor activity. It is involved in the biological process described with: cellular response to hypoxia; regulation of translational initiation; translational initiation; Belongs to the eIF-2B alpha/beta/delta subunits family.
7227.FBpp0070458	CG2681	626	E3 ubiquitin-protein ligase; E3 ubiquitin-protein ligase that mediates ubiquitination and subsequent proteasomal degradation of target proteins. E3 ubiquitin ligases accept ubiquitin from an E2 ubiquitin-conjugating enzyme in the form of a thioester and then directly transfers the ubiquitin to targeted substrates.
7227.FBpp0070459	CG2694	825	FI17322p1.
7227.FBpp0070462	fs(1)Yb	1042	Female sterile (1) Yb (fs(1)Yb) encodes a protein involved in maintenance of the germ-line stem cell population during oogenesis.
7227.FBpp0070463	fs(1)Ya	696	Mitosis initiation protein fs(1)Ya; Female sterile (1) Young arrest (fs(1)Ya) encodes a maternally-expressed protein that is required for mitotic phase initiation during early embryogenesis. It localizes in the nuclear lamina of the embryo, and binds DNA and the product of His2B. In developing oocytes the product of fs(1)Ya is cytoplasmic, but enters nuclei when it is dephosphorylated during egg activation.
7227.FBpp0070464	vilya	237	Vilya (vilya) encodes a meiosis-specific ring-domain-containing protein that is required for programmed meiotic double-strand break formation. It also functions as a component of the recombination nodule.
7227.FBpp0070465	dwg	592	Deformed wings (dwg) encodes an architectural chromatin protein essential for embryonic development that organizes open chromatin in regulatory regions (predominantly promoters). dwg product binding site was found in the insulator encoded by scs, and its functions include enhancer blocking, support of distant interactions and recruitment of transcription factors.
7227.FBpp0070466	CG2712	501	LD39664p; DNA-binding transcription factor activity; zinc ion binding; transcription regulatory region sequence-specific DNA binding. It is involved in the biological process described with: regulation of transcription, DNA-templated.
7227.FBpp0070467	CG12498	261	EG:BACR43E12.1 protein; DNA binding.
7227.FBpp0070468	w	687	White (w) encodes a member of the ABCG2 class of transporters, transporting molecules such as cyclic GMP, biogenic amines and pigments including drosopterins and ommochromes. Mutation of w results in viable flies with white eyes. A shortened version of the gene (mini-w) has been widely used in transformation constructs as a selectable marker.
7227.FBpp0070471	Syx4	333	Syntaxin-4; Syntaxin 4 (Syx4) encodes a member of the superfamily of SNARE genes, which mediate membrane fusion. The product of Syx4 is associated with Golgi to plasma membrane transport as well as acting as a plasma membrane t-SNARE to regulate synaptic growth at the neuromuscular junction.
7227.FBpp0070472	crm	982	Protein cramped; Polycomb group (Pc-G) genes are needed to maintain expression patterns of the homeotic selector genes of the Antennapedia (Antp-C) and Bithorax (Bx-C) complexes, and hence for the maintenance of segmental determination. Can act as a modifier of position effect variegation (PEV); Belongs to the cramped family.
7227.FBpp0070475	CG2701	735	EG:95B7.9 protein; Ubiquitin binding. It is involved in the biological process described with: regulation of transcription, DNA-templated.
7227.FBpp0070476	CG2685	552	EG:100G10.1 protein; RNA binding. It is involved in the biological process described with: mRNA splicing, via spliceosome; mRNA cis splicing, via spliceosome.
7227.FBpp0070480	dyw	260	Circadian clock-controlled protein; Component of the circadian clock or downstream effector of clock function.
7227.FBpp0070481	CG2652	235	GH07966p; It is involved in the biological process described with: regulation of transcription, DNA-templated.
7227.FBpp0070482	HLH3B	376	Helix loop helix protein 3B; Protein dimerization activity; RNA polymerase II regulatory region sequence-specific DNA binding; DNA-binding transcription factor activity, RNA polymerase II-specific. It is involved in the biological process described with: regulation of transcription by RNA polymerase II.
7227.FBpp0070483	N	2703	Processed neurogenic locus Notch protein; Essential signaling protein which has a major role in many developmental processes. Functions as a receptor for membrane-bound ligands Delta and Serrate to regulate cell-fate determination. Upon ligand activation, and releasing from the cell membrane, the Notch intracellular domain (NICD) forms a transcriptional activator complex with Su(H) (Suppressor of hairless) and activates genes of the E(spl) complex. Regulates oogenesis, the differentiation of the ectoderm and the development of the central and peripheral nervous system, eye, wing disk,  [...] 
7227.FBpp0070484	CG3939	135	Protein-disulfide reductase activity.
7227.FBpp0070499	ng1	107	Protein new-glue 1.
7227.FBpp0070502	CG10801	558	Uncharacterized protein, isoform A.
7227.FBpp0070504	CG12206	582	Glutaredoxin domain-containing cysteine-rich protein CG12206; Electron transfer activity; protein disulfide oxidoreductase activity. It is involved in the biological process described with: cell redox homeostasis; Belongs to the GRXCR1 family.
7227.FBpp0070507	CG16782	200	Uncharacterized protein.
7227.FBpp0070508	CG14269	190	IP07779p.
7227.FBpp0070511	CG10793	479	FI21292p1; ATPase activity; ATP binding; microtubule-severing ATPase activity. It is involved in the biological process described with: cytoplasmic microtubule organization.
7227.FBpp0070512	Pig1	172	Pre-intermoult gene 1 protein.
7227.FBpp0070513	ng4	57	Protein new-glue 4.
7227.FBpp0070514	ng3	146	Protein new-glue 3.
7227.FBpp0070515	ng2	112	annotation not available
7227.FBpp0070516	CG14265	119	RE43371p.
7227.FBpp0070517	Fcp3C	282	Follicle cell protein 3C-1.
7227.FBpp0070521	CG3526	229	FI16630p1; Nucleic acid binding; zinc ion binding; ubiquitin protein ligase activity. It is involved in the biological process described with: synaptic signaling.
7227.FBpp0070525	CG32793	826	Uncharacterized protein.
7227.FBpp0070526	CG3592	249	Cytochrome b561 domain-containing protein; Heme binding; oxidoreductase activity.
7227.FBpp0070527	CG3598	272	Uncharacterized protein.
7227.FBpp0070528	CG14420	293	AT20635p.
